"id","artist","title","content","transposition"
1,Lady Gaga,Always Remember Us This Way,"[Primera Parte]

               <b>Am</b>                  <b>F</b>
That Arizona sky burning in your eyes
      <b>C</b>                     
You look at me and, babe
                  <b>G</b>
I wanna catch on fire
                   <b>Am</b>   
It's buried in my soul
                 <b>F</b>
Like California gold 
     <b>C</b>                     
You found the light in me 
                 <b>G</b>
That I couldn't find

[Estribillo]

            <b>F</b>
So when I'm all choked up
                      <b>C</b>
But I can't find the words
       <b>Am</b>
Every time we say goodbye
          <b>G</b>
Baby, it hurts
          <b>F</b>   <b>G</b>    <b>Am</b>
When the sun goes down
         <b>F</b>    <b>G</b>      <b>C</b>
And the band won't play
     <b>F</b>         <b>G</b>              <b>C</b>
I'll always remember us this way

[Segunda Parte]

               <b>Am</b>
Lovers in the night
                  <b>F</b>
Poets trying to write
    <b>C</b>
We don't know how to rhyme
              <b>G</b>
But damn we try
                   <b>Am</b>
But all I really know
                      <b>F</b>
You're where I wanna go
    <b>C</b>                                 <b>G</b>
The part of me that's you will never die

[Estribillo]

            <b>F</b>
So when I'm all choked up
                      <b>C</b>
But I can't find the words
       <b>Am</b>
Every time we say goodbye
          <b>G</b>
Baby, it hurts
          <b>F</b>   <b>G</b>    <b>Am</b>
When the sun goes down
         <b>F</b>    <b>G</b>      <b>C</b>
And the band won't play
     <b>F</b>         <b>G</b>              <b>Bb</b>
I'll always remember us this way

[Puente]

Oh, yeah
<b>F</b>                                          
I don't wanna be just a memory

Baby, yeah

( <b>C</b>  <b>Bb</b>  <b>F</b>  <b>G</b> )

[Estribillo]

            <b>F</b>
So when I'm all choked up
                      <b>C</b>
But I can't find the words
       <b>Am</b>
Every time we say goodbye
          <b>G</b>
Baby, it hurts
          <b>F</b>   <b>G</b>    <b>Am</b>
When the sun goes down
         <b>F</b>    <b>G</b>      <b>C</b>
And the band won't play
     <b>F</b>         <b>G</b>        <b>C</b>
I'll always remember us   this way

           <b>F</b>  <b>G</b>   <b>Am</b>
When you look at me
          <b>F</b>    <b>G</b>     <b>C</b>
And the whole world fades
     <b>F</b>         <b>G</b>              <b>F</b>  
I'll always remember us this way

[Final] <b>Bb</b>  <b>F</b>  <b>C</b>",0
2,Red Hot Chili Peppers,Dosed,"Introdução - <b>C7M</b> <b>D</b> <b>Em</b> 

<b>C7M</b>     <b>D</b>        <b>Em</b>
I got dosed by you
<b>C7M</b>           <b>D</b>      <b>Em</b>
Closer than most to you
<b>C7M</b>         <b>D</b>          <b>Em</b>
What am I supposed to do

<b>C7M</b>
Take it away
   <b>D</b>            <b>Em</b>
I never had it anyway
<b>C7M</b>
Take it away
    <b>D</b>               <b>Em</b>
And everything will be ok

Instrumental - <b>C7M</b> <b>D</b> <b>Em</b>

<b>C7M</b>        <b>D</b>       <b>Em</b>
In you a star is born
<b>C7M</b>         <b>D</b>       <b>Em</b>
You cut a perfect form
<b>C7M</b>         <b>D</b>      <b>Em</b>
Someone forever warm
<b>C7M</b>               <b>D</b>        <b>Em</b>
Lay on, lay on, lay on, lay on,
<b>C7M</b>               <b>D</b>        <b>Em</b>
Lay on, lay on, lay on, lay on

Refrão 
<b>G</b>              <b>D</b>   
Way upon the mountain
        <b>Em</b>      <b>C</b>  
Where she died
<b>G</b>          <b>D</b>
All I ever wanted
        <b>Em</b>     <b>C7M</b> <b>C9</b>
Was your life
<b>G</b>               <b>D</b>
deep inside the canyon
        <b>Em</b>    <b>C</b> 
i can't hide
<b>G</b>          <b>D</b>
All I ever wanted
         <b>Em</b>    <b>C7M</b> <b>C</b> <b>C9</b>
Was your life

<b>C7M</b>              <b>D</b>    <b>Em</b>
Show love with no remorse
<b>C7M</b>           <b>D</b>       <b>Em</b>
Climb on to your sea horse
<b>C7M</b>            <b>D</b>       <b>Em</b>
This ride is right on course
<b>C7M</b>              <b>D</b>   
This the way I knew
                <b>Em</b>
That I´d be with you
<b>C7M</b>            <b>D</b>   
This the way a knew   
                     <b>Em</b>
That it would be with you
<b>C7M</b>             <b>D</b>       <b>Em</b>
Lay on, Lay on, Lay on, lay on...

Refrão
<b>G</b>              <b>D</b>   
Way upon the mountain
        <b>Em</b>      <b>C</b>  
Where she died
<b>G</b>          <b>D</b>
All I ever wanted
        <b>Em</b>     <b>C7M</b> <b>C9</b>
Was your life
<b>G</b>               <b>D</b>
Deep inside the canyon
       <b>Em</b>    <b>C</b> 
i can hide
<b>G</b>          <b>D</b>
All I ever wanted
         <b>Em</b>   <b>Em/A</b>  <b>C9</b>
Was your life

Instrumental - <b>C7M</b>  <b>D</b> <b>Em</b>

<b>C7M</b>     <b>D</b>      <b>Em</b>
I got dosed by you
<b>C7M</b>         <b>D</b>       <b>Em</b>
Closer than most to you
<b>C7M</b>         <b>D</b>          <b>Em</b>
What am I supposed to do

<b>C7M</b>
Take it away
  <b>D</b>            <b>Em</b>
I never had it anyway
<b>C7M</b>
Take it away
    <b>D</b>               <b>Em</b>
And everything will be ok

Refrão
<b>G</b>              <b>D</b>   
Way upon the mountain
        <b>Em</b>      <b>C</b> 
Where she died
<b>G</b>          <b>D</b>
All I ever wanted
        <b>Em</b>     <b>C7M</b> <b>C9</b>
Was your life
<b>G</b>               <b>D</b>
deep inside the canyon
        <b>Em</b>    <b>C</b> 
i can't hide
<b>G</b>          <b>D</b>
All I ever wanted
          <b>Em/A</b> <b>C9</b>
Was your life 

C7M  D  Em - Melodia/Harmonia durante o solo

<b>C9</b> <b>G4/B</b> <b>Am</b> <b>Am7</b>  <b>G</b> - Final


Tablatura:

<span class=""tablatura"">Guitarra 1 - Arpeggio usado durante toda a música
   <b>C7M</b>                       <b>D</b>             <b>Em</b>
<span class=""cnt"">e|-12-----12-----12-----12------10-----10------7-----7----|
B|------12-----12-----12------10-----10------8-----8------|
G|----12-----12-----12------11-----11------9-----9--------|
D|------------------------------------------------------|
A|------------------------------------------------------|
E|------------------------------------------------------|</span></span>

<span class=""tablatura"">Guitarra 2 - Durante os Versos
<span class=""cnt"">e|-------------------------------------------|
B|-------5----5-------7----7-------8----8----|
G|-------------------------------------------|
D|-----5----5-------7----7-------9----9------|
A|---3----3-------5----5-------7----7--------|
E|-------------------------------------------|</span></span>

<span class=""tablatura"">Guitarra 3 - Introdução e antes de alguns versos.
<span class=""cnt"">    e|-------------|     |--------------|
    B|-------------|     |--------5-----|</span></span>
<span class=""tablatura"">3x  <b>G</b>|-4-4-7-4--4--|  1x |--4-4-7---4---| 
<span class=""cnt"">    D|-------------|     |--------------|
    A|-------------|     |--------------|
    E|-------------|     |--------------|</span></span>

<span class=""tablatura"">Guitarra 4 - Durante os versos
<span class=""cnt"">e|------------------|
B|------------------|
G|------------------|
D|----5-4-2---2~----|
A|----------5-------|
E|------------------|</span></span>

<span class=""tablatura"">Guitarra 5 - Durante os versos
<span class=""cnt"">    e|--10---------|     |-19-17-15-14--15----15-14-12-10--12---|
    B|-------------|     |--------------------------------------|</span></span>
<span class=""tablatura"">3x  <b>G</b>|-----11-12---|  1x |--------------------------------------|
<span class=""cnt"">    D|-------------|     |--------------------------------------|
    A|-------------|     |--------------------------------------|
    E|-------------|     |--------------------------------------|</span></span>

<span class=""tablatura"">Refrão
<span class=""cnt"">e|--------------10--10------12------14--12---12-------------15---14------12------|
B|--12-----13-x-12--10-(10)-10------10--12-x-12---12-----13---13-13-(13)-13-15---|
G|--12-----12-x-12--11-(11)-11-(11)-11--12-x---12-12-12--12---12----(12)----12---|
D|--12--x--12---12--12-(12)----(12)-12-------------------------------------------|
A|--10--x------------------------------------------------------------------------|
E|-------------------------------------------------------------------------------|</span></span>

<span class=""tablatura""><span class=""cnt"">e|-------------------------------------------------------------------------------|
B|--12-x-13-x-12--10-x-12----13--12---12----12-13-12-12-15--12-------------------|
G|--12-x-12-x-12--11-x-12----14--12-x-12-12-12-12-12-12-12--12-------------------|
D|--12-x-12-x-----12-x-12-12-12--14-x-14-14----14-14----14--14-------------------|
A|-------------------------------------------------------------------------------|
E|-------------------------------------------------------------------------------|</span></span>
  
<span class=""tablatura"">Ponte - Após o Refrão
    <b>Em/A</b>           <b>C9</b>
<span class=""cnt"">e|------------------------|
B|--12---12--12----15-----|
G|--12---12--12----12-----|
D|--14---14--14----14-----|
A|--12---12--12----15-----|
E|------------------------|</span></span>

<span class=""tablatura"">Solo
<span class=""cnt"">    e|-12-10-12-10-12-10-12-10-12-10-------------|   
    B|-------------------------------12-12--12-12|   
    G|-------------------------------------------|   </span></span>
<span class=""tablatura"">2x  <b>D</b>|-------------------------------------------|   
<span class=""cnt"">    A|-------------------------------------------|   
    E|-------------------------------------------|</span></span>

<span class=""tablatura""><span class=""cnt"">e|----------------------------------------|
B|-13-13-13-13~-13~-12--------------------|
G|---------------------12-12-12-11-12-12--|
D|----------------------------------------|
A|----------------------------------------|
E|----------------------------------------|</span></span>

<span class=""tablatura""><span class=""cnt"">e|--10-12--10-11/12--10-12--10------------|
B|--12-13--12-12/13--12-13--12------------|
G|-----------------------------12-12-12---|
D|----------------------------------------|
A|----------------------------------------|
E|----------------------------------------|</span></span>

<span class=""tablatura""><span class=""cnt"">    e|-12-10-12-10-12-10-12-10-12-10-------------|   
    B|-------------------------------12-12--12-12|   
    G|-------------------------------------------|   </span></span>
<span class=""tablatura"">2x  <b>D</b>|-------------------------------------------|   
<span class=""cnt"">    A|-------------------------------------------|   
    E|-------------------------------------------|</span></span>

<span class=""tablatura"">   <b>C9</b>                  <b>G4/B</b>            <b>Am</b>              <b>Am7</b>       <b>G</b> &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; <b>G</b>
<span class=""cnt"">e|--------------------------------------------------------------------|  -------------|
B|-12/15~-15~-15~-15-15/13-13-13b14r13/12-12-12-12--12~-12b13r12-15---|  ------12-----|
G|--------------------------------------------------------------------|  ------12-----| 
D|--------------------------------------------------------------------|  ------12-----|
A|--------------------------------------------------------------------|  ------10-----|
E|--------------------------------------------------------------------|  -------------|</span></span>

Harmonia:

<span class=""tablatura"">   <b>Em/A</b>   <b>C9</b>  <b>C7M</b>  <b>G4/B</b>   <b>Am</b>   <b>Am7</b>  <b>G</b>   
<span class=""cnt"">e|------------------------0-----3---3----|
B|--12----15---12---13----1-----1---3----|
G|--12----12---12---12----2-----2---0----|
D|--14----14---14---12----2-----2---0----|
A|--12----15---15---14----0-----0---x----|
E|----------------------------------3----|</span></span>

No caso da música ser tocada em violão do tipo clássico, alguns acordes poderão ser tocados na forma aberta, ou reduzindo em uma oitava!",0
3,Jorge Fandermole,Oración Del Remanso,"<b>G</b>                                <b>Em</b>
Soy de la orilla brava, del agua turbia y la correntada
            <b>C</b>               <b>A7</b>           <b>D7</b>
Que baja hermosa por su barrosa profundidad
 <b>Am7</b>              <b>F</b>              <b>G</b>  <b>D/F#</b>   <b>Em</b>
Soy un paisano serio, soy gente del remanso valerio
                  <b>C</b>             <b>D7</b>            <b>G</b>        <b>D7</b> 
Que es donde el cielo remonta vuelo en el paraná

  <b>G</b>                              <b>Em</b>
Tengo el color del río y su misma voz en mi canto sigo
            <b>C</b>               <b>Am</b>               <b>D7</b>
Del agua mansa y su suave danza en el corazón
  <b>Am7</b>            <b>F</b>             <b>G</b>       <b>D/F#</b>    <b>Em</b>
Pero a veces oscura, va turbulenta en la ciega hondura
             <b>C</b>               <b>D7</b>              <b>G</b>       <b>B7</b> 
Y se hace brillo en este cuchillo de pescador

<b>Em</b>            <b>C</b>  <b>D/F#</b>   <b>D7</b>          <b>G</b>      <b>B7</b> 
Cristo de las redes   no nos abandone
<b>Em</b>            <b>C</b>  <b>D/F#</b>    <b>D7</b>          <b>G</b>     
Y en los espineles,   déjanos tus dones

<b>D7</b>                                       <b>Am</b>              <b>Bbdim</b>
No pienses que nos perdiste, es que la pobreza nos pone tristes
            <b>C</b>              <b>D7</b>                <b>Dm</b>    <b>G7</b>
La sangre tensa y uno no piensa más que en morir
<b>C</b>              <b>F</b>               <b>G</b>         <b>D/F#</b>    <b>Em</b>
Agua del río viejo, llevate pronto este canto lejos
              <b>C</b>                  <b>D7</b>           <b>F</b>   <b>D</b>   <b>E7</b>
Que esta aclarando y vamos pescando para vivir

<b>A</b>                               <b>F#m</b>
Llevo mi sombra alerta sobre la escama del agua abierta
          <b>D</b>           <b>B7</b>          <b>E7</b>
Y en el reposo vertiginoso del espinel
 <b>Bm7</b>               <b>G</b>             <b>A</b>    <b>E/G#</b>     <b>F#m</b>
Sueño que alzo la proa, y subo a la luna y la canoa
             <b>D</b>               <b>E7</b>               <b>A</b>     <b>C#7</b>
Y allí descanso hecha un remanso, mi propia piel

<b>A</b>                           <b>F#m</b>
Calma de mis dolores. ay cristo de los pescadores
            <b>D</b>                <b>B7</b>         <b>E7</b>
Dile a mi amada que esta apenada esperándome
<b>Bm7</b>                 <b>G</b>                   <b>A</b>       <b>E/G#</b>     <b>F#m</b>
Que ando pensando en ella, mientras voy vadeando las estrellas
                 <b>D</b>               <b>E7</b>           <b>A</b>        <b>C#7</b> 
Que el río esta bravo y estoy cansado para volver

 <b>F#m</b>          <b>D</b>  <b>E/G#</b>    <b>E7</b>          <b>A</b>    <b>C#7</b> 
Cristo de las redes   no nos abandones
 <b>F#m</b>          <b>D</b>  <b>E/G#</b>    <b>E7</b>          <b>A</b>    
Y en los espineles,   déjanos tus dones

     <b>E7</b>                                  <b>Bm</b>              <b>Cdim</b>
No pienses que nos perdiste, es que la pobreza nos pone tristes
           <b>D</b>             <b>E7</b>                  <b>Em</b>  <b>A7</b>
La sangre tensa y uno no piensa más que en morir
 <b>D</b>             <b>G</b>            <b>A</b>          <b>E/G#</b>     <b>F#m</b>
Agua del río viejo, llevate pronto este canto lejos
            <b>D</b>                <b>E7</b>            <b>A</b>       
Que esta aclarando y vamos pescando para vivir",0
4,AIRBAG,Solo Aqui,"[Intro] <b>C</b>

[Primera Parte]

<b>C</b>                          <b>Am</b>
Solo aquí, sentado sin saber que hacer
                <b>Dm</b>
Yo se que tu estas con él
             <b>G</b>
Y no regresarás por mi

 <b>C</b>                         <b>Am</b>
No tendré, palabras que decir tal vez
              <b>Dm</b>
Un beso para darte a ti
                  <b>G</b>
Y un sueño que deje morir

[Pre-Estribillo]

<b>F</b>
  Y en la mañana espero
<b>Fm</b>
   Un corazón sincero
<b>C</b>           <b>Bb</b>         <b>F</b>  <b>G</b>
  Que solo busca libertad

[Estribillo]

                    <b>C</b>  <b>G</b>
Yo solo quiero olvidar
                       <b>Am</b>  <b>F</b>
Lo que he sufrido por ti
      <b>C</b>         <b>G</b>
Es difícil olvidarte
         <b>F</b>     <b>G</b>
Si tu estas aquí
            <b>C</b>
Tu estas aquí

[Primera Parte]

<b>C</b>                         <b>Am</b>
Solo aquí, sentado sin saber que hacer
                <b>Dm</b>
Yo se que tu estas con él
             <b>G</b>
Y no regresarás por mi

 <b>C</b>                         <b>Am</b>
No tendré, palabras que decir tal vez
              <b>Dm</b>
Un beso para darte a ti
                  <b>G</b>
Y un sueño que deje morir

[Pre-Estribillo]

<b>F</b>
  Y en la mañana espero
<b>Fm</b>
   Un corazón sincero
<b>C</b>           <b>Bb</b>         <b>F</b>  <b>G</b>
  Que solo busca libertad

[Estribillo]

                    <b>C</b>   <b>G</b>
Yo solo quiero olvidar
                       <b>Am</b>  <b>F</b>
Lo que he sufrido por ti
      <b>C</b>         <b>G</b>
Es difícil olvidarte
         <b>F</b>     <b>G</b>
Si tu estas aquí

                    <b>C</b>   <b>G</b>
Yo solo quiero olvidar
                       <b>Am</b>  <b>F</b>
Lo que he sufrido por ti
      <b>C</b>         <b>G</b>
Es difícil olvidarte
         <b>F</b>     <b>G</b>
Si tu estas aquí
            <b>C</b>
Tu estas aquí

[Solo] <b>C</b>  <b>Am</b>  <b>Dm</b>  <b>G</b>

[Pre-Estribillo]

<b>F</b>
  Y en la mañana espero
<b>Fm</b>
   Un corazón sincero
<b>C</b>          <b>Bb</b>         <b>F</b>  <b>G</b>
  Que solo busca libertad

[Estribillo]

                    <b>C</b>  <b>G</b>
Yo solo quiero olvidar
                       <b>Am</b>  <b>F</b>
Lo que he sufrido por ti
      <b>C</b>         <b>G</b>
Es difícil olvidarte
         <b>F</b>     <b>G</b>
Si tu estas aquí

                    <b>C</b>   <b>G</b>
Yo solo quiero olvidar
                       <b>Am</b>  <b>F</b>
Lo que he sufrido por ti
      <b>C</b>         <b>G</b>
Es difícil olvidarte
         <b>F</b>     <b>G</b>
Si tu estas aquí
            <b>C</b>
Tu estas aquí

[Final] <b>C</b>  <b>G</b>  <b>F</b>  <b>G</b>  <b>C</b>",0
5,Turf,Pasos Al Costado,"[Intro] <b>D</b>

[Primeria Parte]

          <b>D</b>        
Nunca dormí tan poco 
                   <b>Bm</b>  
Tal vez viva demasiado
        <b>F#m</b>               
No reconozco el punto justo 
                  <b>A</b>  <b>A4</b>  <b>A</b>
Donde hay que frenar
          <b>D</b>                    
Me preguntaba lo que había dado
                      <b>Bm</b>
Y lo que me habían dejado
           <b>F#m</b>              
Me respondieron que la vida 
             <b>A</b>
Hay que aceptar
 
[Estribillo]

              <b>Bm</b>   
De cualquier modo 
                    <b>D</b> 
Que te toque esta bien
              <b>A</b>     
De cualquier modo 
                   <b>E</b>
Que te toque esta mal
         <b>G</b>                   <b>D</b> 
Mejor abrir los ojos para saber
                <b>A</b> 
Lo que te gustaría hacer

( <b>D</b> )

[Segunda Parte]

        <b>D</b>            
Debo haber estado dando 
             <b>Bm</b>
Pasos al costado
       <b>F#m</b>             
Paralizado por el miedo 
                <b>A</b>  <b>A4</b>
De saber la verdad
         <b>D</b>                        
Me imaginaba que lo que habíamos pasado 
                 <b>Bm</b>
Había quedado pisado
            <b>F#m</b>     
Pero encontramos una nueva 
             <b>A</b>  <b>A4</b>
Forma de hablar

[Estribillo]

              <b>Bm</b>   
De cualquier modo 
                    <b>D</b> 
Que te toque esta bien
              <b>A</b>     
De cualquier modo 
                   <b>E</b>
Que te toque esta mal
         <b>G</b>                    <b>D</b> 
Mejor abrir los ojos para saber
                <b>A</b> 
Lo que te gustaría hacer

[Pós-Refrão]

<b>E</b>                    <b>D</b>  
Y es el momento que todo 
              <b>A</b>    <b>A4</b>  <b>A</b>
Comienza de vuelta
 <b>E</b>                <b>D</b> 
Mi corazón esta alerta 
              <b>A</b>   <b>A4</b>  <b>A</b>
Y el tuyo tambíen
 <b>E</b>                  <b>D</b> 
Todo este tiempo vivido 
              <b>A</b>     <b>A4</b>  <b>A</b>
Me sirve de ejemplo
      <b>G</b>               <b>A</b>   
Para no volver, para no volver
      <b>G</b>            <b>A</b> 
Para no volver, a caer

( <b>D</b>  <b>Bm</b>  <b>F#m</b>  <b>A</b>  <b>A4</b> )

[Estribillo]

              <b>Bm</b>   
De cualquier modo 
                    <b>D</b> 
Que te toque esta bien
              <b>A</b>     
De cualquier modo 
                   <b>E</b>
Que te toque esta mal
         <b>G</b>                    <b>D</b> 
Mejor abrir los ojos para saber
                <b>A</b> 
Lo que te gustaría hacer

[Pós-Refrão]

<b>E</b>                  <b>D</b>  
Es el momento que todo 
              <b>A</b> 
Comienza de vuelta
 <b>E</b>                <b>D</b> 
Mi corazón esta alerta 
               <b>A</b> 
Y el tuyo tambíen
 <b>E</b>                  <b>D</b>  
Todo este tiempo vivido 
              <b>A</b> 
Me sirve de ejemplo
 
[Final]

         <b>G</b>               <b>A</b> 
Para no volver, para no volver
         <b>G</b>         <b>A</b>  
Para no volver, a caer
         <b>G</b>               <b>A</b> 
Para no volver, para no volver
         <b>G</b>         <b>A</b>  
Para no volver, a caer",0
6,Los Enanitos Verdes,Mariposas,"INTRO: Bm G D A x2

<b>Bm</b>          <b>G</b>             <b>D</b>
Yo daria lo mejor de mi vida
<b>A</b>
por estar con vos
<b>Bm</b>          <b>G</b>             <b>D</b>
y podría reparar mi alma herida
<b>A</b>
a la luz del sol
<b>Bm</b>          <b>G</b>             <b>D</b>
no es tan cierto que yo vivo como quiero
<b>F#m</b>                 <b>Bm</b>
mas bien hago lo que puedo
<b>G</b>              <b>A</b>          <b>D</b>
viviendo a la sombra de tu amor

<b>Bm</b>          <b>G</b>             <b>D</b>
Las miradas que cruzamos son palabras
<b>A</b>
con el corazon
<b>Bm</b>          <b>G</b>             <b>D</b>
no hay secretos tengo el cielo por mirarte
<b>A</b>
ningun dolor
<b>Bm</b>          <b>G</b>             <b>D</b>
sin embargo sigo siendo un distraido
<b>F#m</b>               <b>Bm</b>
como cuando era un niño
<b>G</b>         <b>A</b>         <b>D</b>
dejando mariposas escapar

<b>Bm</b>     <b>G</b>            <b>D</b>     <b>A</b>
Si te vas no tengo nada
<b>Bm</b>                <b>G</b>               <b>A</b>
si te quedas puedo hasta el mundo cambiar
<b>Bm</b>     <b>G</b>           <b>F#m</b>      <b>Bm</b>
o quizas no habré crecido
<b>G</b>            <b>A</b>         <b>D</b>
dejando mariposas escapar

Intermedio: Bm G D A x2

<b>Bm</b>           <b>G</b>       <b>D</b>
Yo daria lo mejor de mi vida
<b>A</b>
por estar con vos
<b>Bm</b>           <b>G</b>       <b>D</b>
y podria reparar tu alma herida
<b>A</b>
a la luz del sol
<b>Bm</b>           <b>G</b>       <b>D</b>
sin embargo sigo siendo un distraido
<b>F#m</b>                  <b>Bm</b>
como cuando era un niño
<b>G</b>            <b>A</b>       <b>D</b>
dejando mariposas escapar

<b>Bm</b>      <b>G</b>         <b>D</b>    <b>A</b>
Si te vas no tengo nada
<b>Bm</b>      <b>G</b>                  <b>D</b>        <b>A</b>
si te quedas puedo hasta el mundo cambiar
<b>Bm</b>      <b>G</b>              <b>F#m</b>       <b>Bm</b>
o quizas no habré crecido
<b>G</b>            <b>A</b>         <b>D</b>
dejando mariposas escapar

<b>Bm</b>      <b>G</b>         <b>D</b>    <b>A</b>
Si te vas no tengo nada.....


Esta cancion va dedicada a todos los rockeros de corazon,
y a la banda (Fuzion 13)= El Tio, Angel, Magaly, Pollo,
La Louc, & un servidor!!!
Cualquier duda: envienme (un mail) ;D oink! oink! wuiiii!!...
",0
7,Andrés Calamaro,Flaca,"    <b>G</b>
Flaca
          <b>B7</b>
No me claves
         <b>Em</b>
Tus puñales
             <b>C</b>
Por la espalda
           <b>G</b>
Tan profundo
           <b>D</b>
No me duelen
              <b>G</b>  <b>D</b>
No me hacen mal

<b>G</b>
Lejos
          <b>B7</b>
En el centro
           <b>Em</b>
De la tierra
         <b>C</b>
Las raíces
       <b>G</b>
Del amor
            <b>D</b>
Donde estaban
       <b>G</b>  <b>D</b>
Quedarán

    <b>G</b>
Entre nomeolvides
   <b>B7</b>                           <b>Em</b>
Me dejé nuestros abriles olvidados
                     <b>C</b>
En el fondo del placar
                     <b>G</b>
Del cuarto de invitados
                   <b>D</b>
Eran tiempos dorados
              <b>G</b>  <b>D</b>
Un pasado mejor

       <b>G</b>
Aunque casi me equivoco
       <b>B7</b>
Y te digo poco a poco
           <b>Em</b>
No me mientas
                    <b>C</b>
No me digas la verdad
                  <b>G</b>
No te quedes callada
                 <b>D</b>
No levantes la voz
                 <b>G</b>  <b>D</b>
Ni me pidas perdón

       <b>G</b>
Aunque casi te confieso
          <b>B7</b>                        <b>Em</b>
Que también he sido un perro compañero
            <b>C</b>                      <b>G</b>
Un perro ideal que aprendió a ladrar
                  <b>D</b>
Y a volver al hogar
               <b>G</b>  <b>D</b>
Para poder comer

    <b>G</b>
Flaca
          <b>B7</b>
No me claves
         <b>Em</b>
Tus puñales
            <b>C</b>
Por la espalda
          <b>G</b>
Tan profundo
          <b>D</b>
No me duele
             <b>G</b>  <b>D</b>
No me hace mal

    <b>G</b>
Lejos
          <b>B7</b>
En el centro
          <b>Em</b>
De la tierra
         <b>C</b>
Las raíces
       <b>G</b>
Del amor
            <b>D</b>
Donde estaban
       <b>G</b>  <b>D</b>
Quedarán",0
8,Guns N' Roses,Knockin' On Heaven's Door,"[Intro] <b>G</b>  <b>D</b>  <b>C</b> 
        <b>G</b>  <b>D</b>  <b>C</b> 
        <b>G</b>  <b>D</b>  <b>C</b> 
        <b>G</b>  <b>D</b>  <b>C</b> 

[Primera Parte]

<b>G</b>          <b>D</b>                  <b>Am7</b>
  Mamma take this badge from me
<b>G</b>           <b>D</b>        <b>C</b>
  I can't use it anymore
<b>G</b>                <b>D</b>                <b>Am7</b>
  It's getting dark, too dark to see
<b>G</b>                  <b>D</b>         
  Feels like I'm knockin' on
           <b>C</b>
Heaven's door  

[Estribillo]

<b>G</b>               
  Knock, knock
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door   

Hey, hey, hey, hey, yeah

<b>G</b>               
  Knock, knock
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door   

<b>G</b>              
  Knock, knock 
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door  

Hmm ooh yeah

<b>G</b>               
  Knock, knock
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door   

Oh-oh, hey, hey, yeah

[Solo] <b>G</b>  <b>D</b>  <b>C</b>  
       <b>G</b>  <b>D</b>  <b>C</b> 
       <b>G</b>  <b>D</b>  <b>C</b>  
       <b>G</b>  <b>D</b>  <b>C</b> 

[Segunda Parte]

<b>G</b>        <b>D</b>                   <b>Am7</b>
  Mama, put my guns in the ground
<b>G</b>           <b>D</b>            <b>C</b>
  I can't shoot them anymore
<b>G</b>                   <b>D</b>              <b>Am7</b>
  That cold black cloud is comin' down
<b>G</b>                  <b>D</b>         
  Feels like I'm knockin' on
          <b>C</b>
Heaven's door   

[Estribillo]

<b>G</b>               
  Knock, knock
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door   

Hey, hey, hey, hey, yeah

<b>G</b>               
  Knock, knock
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door   

<b>G</b>              
  Knock, knock
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door  

Hmm ooh yeah

<b>G</b>               
  Knock, knock
  <b>D</b>                    <b>C</b>
Knockin' on heaven's door   

Oh-oh, hey, hey, yeah",0
39,Goo Goo Dolls,Iris,"[Intro] <b>Bm</b>  <b>Bm9</b>  <b>G</b>  <b>G7M</b>
        <b>Bm</b>  <b>Bm9</b>  <b>G</b>  <b>G7M</b>

         <b>D</b>         <b>Em7</b>      <b>G</b>
And I'd give up forever to touch you
          <b>Bm</b>           <b>A9</b>          <b>G</b>
Cause I know that you feel me somehow
             <b>D</b>         <b>Em7</b>        <b>G</b>
You're the closest to heaven that I'll ever be
       <b>Bm</b>            <b>A9</b>            <b>G</b>
And I don't want to go home right now
    <b>D</b>          <b>Em7</b>           <b>G</b>
And all I can taste is this moment
    <b>Bm</b>          <b>A9</b>            <b>G</b>
And all I can breath is your life
     <b>D</b>         <b>Em7</b>       <b>G</b>
And sooner or later it's over
        <b>Bm</b>            <b>A9</b>         <b>G</b>
I just don't want to miss you tonight

[Refrão]

       <b>Bm</b>             <b>A9</b>       <b>G</b>
And I don't want the world to see me
         <b>Bm</b>                <b>A9</b>          <b>G</b>
Cause I don't think that they'd understand
     <b>Bm</b>            <b>A9</b>          <b>G</b>
When everything's made to be broken
        <b>Bm</b>           <b>A9</b>       <b>G</b>
I just want you to know who I am

         <b>D</b>               <b>Em7</b>              <b>G</b>
And you can't fight the tears that ain't coming
        <b>Bm</b>         <b>A9</b>           <b>G</b>
Or the moment of truth in your lies
     <b>D</b>           <b>Em7</b>        <b>G</b>
When everything feels like movies
            <b>Bm</b>            <b>A9</b>          <b>G</b>
Yeah, you bleed just to know you're alive

[Refrão]

       <b>Bm</b>             <b>A9</b>       <b>G</b>
And I don't want the world to see me
         <b>Bm</b>                <b>A9</b>          <b>G</b>
Cause I don't think that they'd understand
     <b>Bm</b>            <b>A9</b>          <b>G</b>
When everything's made to be broken
        <b>Bm</b>           <b>A9</b>       <b>G</b>
I just want you to know who I am",0
